,id,area,perimeter,symmetry,color_diff
61,ISIC_0012927,2175381.0,7712.0,0.6665598167647404,30.5730302208885
62,ISIC_0012956,196131.0,1959.0,0.8211274623095526,23.660584001716515
63,ISIC_0012959,408356.0,2110.0,0.9256069532621753,12.760861635517236
64,ISIC_0012965,51363.0,1029.0,0.8789478710289551,41.6339975620143
65,ISIC_0013010,121204.0,1151.0,0.7946633251917273,25.03122177224226
66,ISIC_0013082,254836.0,2256.0,0.8438427677760989,21.5000749080197
67,ISIC_0013104,867947.0,4828.0,0.771043699068233,19.81923541572507
68,ISIC_0013127,1884716.0,7286.0,0.7663749524780141,17.43634337438937
69,ISIC_0013128,470897.0,3337.0,0.6091095824362749,20.074343939410074
70,ISIC_0013132,173736.0,1940.0,0.6791107087606933,23.60366917507719
71,ISIC_0013188,92544.0,1356.0,0.8266551145989957,32.083497668772786
72,ISIC_0013215,1675684.0,6407.0,0.8430944661533643,15.586572637263894
73,ISIC_0013232,467956.0,3501.0,0.622099422042875,31.05420225101179
74,ISIC_0013421,1837528.0,7103.0,0.6917948204330358,26.42266139339048
75,ISIC_0013491,398097.0,2921.0,0.8266998629220952,21.133712552069536
76,ISIC_0013501,809661.0,3059.0,0.8756937021049515,19.53291362463365
77,ISIC_0013518,4680699.0,12142.0,0.8429993503588111,10.104525796311083
78,ISIC_0013527,32944.0,642.0,0.6248702333028358,23.486727016300193
79,ISIC_0013549,907406.0,3102.0,0.6122573656744421,27.06210806617331
80,ISIC_0013561,435348.0,2274.0,0.5919318296079623,14.997501695197606
81,ISIC_0013562,681634.0,3772.0,0.8524117291832101,11.246426552573672
82,ISIC_0013632,1363349.0,3849.0,0.6782564610746151,9.372757871890398
83,ISIC_0013637,791346.0,4099.0,0.8605803123624092,7.648262112125188
84,ISIC_0013644,1102493.0,3545.0,0.6931921575225375,16.75458752916332
85,ISIC_0013651,4205941.0,6906.0,0.6667721286531365,22.238098521743286
86,ISIC_0013663,2268716.0,8854.0,0.5309183329595294,11.104409352044945
87,ISIC_0013702,1781222.0,4594.0,0.5285767774625489,14.25398513893
88,ISIC_0013736,1376523.0,5495.0,0.8417436447575743,11.055902441750016
89,ISIC_0013793,301302.0,2733.0,0.654180511151516,22.59968810139023
90,ISIC_0013828,1907682.0,5824.0,0.7499726881642883,11.514885641456962
91,ISIC_0013863,108573.0,1131.0,0.7000799002956837,16.936865116638778
92,ISIC_0013898,586840.0,3576.0,0.8523787359593249,20.13899864236091
93,ISIC_0013945,262402.0,3061.0,0.6392835926289321,6.0106981152594114
94,ISIC_0014037,3710908.0,7149.0,0.7102311425652198,17.244460385887262
95,ISIC_0014038,1072524.0,5354.0,0.7063333314300584,8.045139217517338
96,ISIC_0014055,4043937.0,9615.0,0.8584699328712804,16.487397172270537
97,ISIC_0014139,807751.0,4107.0,0.7740493675094869,18.369080125822148
98,ISIC_0014162,307338.0,2644.0,0.635265296216532,5.400886501983577
99,ISIC_0014178,574904.0,3728.0,0.6067090773855761,24.66575459099187
100,ISIC_0014211,1344978.0,5469.0,0.8185525429480922,7.329128763085592
101,ISIC_0014212,6376677.0,8006.0,0.6748490876320443,18.041658615881417
102,ISIC_0014217,4336071.0,11204.0,0.6443167443035891,15.88859854749784
103,ISIC_0014302,579716.0,3900.0,0.6913169402533759,16.08567572485965
104,ISIC_0014310,589944.0,3441.0,0.9121518776095223,14.707810715686142
105,ISIC_0014382,2726452.0,8243.0,0.6791259361706841,20.201520768660302
106,ISIC_0014428,525860.0,3284.0,0.937260819400983,26.935091645626773
107,ISIC_0014558,2094081.0,8184.0,0.7197715908419472,17.77480191773886
108,ISIC_0014568,478914.0,2300.0,0.9046382386261385,16.48699808957288
109,ISIC_0014572,274107.0,2424.0,0.8446180194041226,20.8817051736756
110,ISIC_0014597,60042.0,1129.0,0.6734174506018853,12.129992566011504
111,ISIC_0014601,728470.0,2878.0,0.8676241847704245,21.749521315138168
112,ISIC_0014608,802550.0,4422.0,0.6923385052644973,20.42834393621474
113,ISIC_0014610,183480.0,2141.0,0.6474111171513802,29.678097169466486
114,ISIC_0014611,1041865.0,3431.0,0.8210852995328868,38.444227046489935
115,ISIC_0014616,175929.0,1876.0,0.8611821704565041,17.973968434295067
116,ISIC_0014618,205415.0,2432.0,0.6253193175139666,18.56098939286009
117,ISIC_0014620,352503.0,1957.0,0.859179419053409,14.777833638968161
118,ISIC_0014623,1937167.0,7048.0,0.4623402703552835,24.961447487221353
119,ISIC_0014624,496817.0,3520.0,0.5608711260963934,27.793571462561456
120,ISIC_0014633,97563.0,1400.0,0.8129367571112049,16.106665922646844
121,ISIC_0014635,615555.0,2786.0,0.42314327416929043,11.389567110673482
122,ISIC_0014637,290534.0,1764.0,0.8090868601082555,27.366544646312175
123,ISIC_0014688,24353712.0,25900.0,0.602061247269888,28.61840278644321
124,ISIC_0014712,24292956.0,18528.0,0.6830983311549477,56.10423152461328
125,ISIC_0014809,4795895.0,10591.0,0.7209514508929711,30.108881081554415
126,ISIC_0014829,2637887.0,7781.0,0.742595977086173,27.287397000978473
127,ISIC_0014857,18293678.0,14814.0,0.8038655387991014,26.921188683156213
128,ISIC_0014931,7896961.0,17414.0,0.6857719628494827,23.963105479795903
129,ISIC_0014937,22310872.0,16227.0,0.7788006577990498,41.2051858872653
130,ISIC_0014945,1551024.0,5833.0,0.602859963502379,43.532319888692626
131,ISIC_0014946,9223399.0,13953.0,0.8779992853317322,45.431924328753546
132,ISIC_0014979,15588492.0,14431.0,0.7072097178604413,20.872574887160464
133,ISIC_0014985,17073688.0,19027.0,0.6031236206519093,22.810887739446986
134,ISIC_0014989,7256479.0,13078.0,0.8165402819477077,40.23274763240206
135,ISIC_0015043,9769837.0,14467.0,0.9151260788144503,39.64000348511754
136,ISIC_0015062,27706864.0,23002.0,0.6505930345743947,46.135198017284154
137,ISIC_0015124,12048040.0,17115.0,0.7720540731193115,46.227406674515386
138,ISIC_0015144,2930205.0,7891.0,0.8929571835414222,32.844864038162335
139,ISIC_0015211,13937869.0,12059.0,0.7404937240270117,62.16637917857733
140,ISIC_0015243,19736156.0,18599.0,0.6539485270077862,32.56079963221481
141,ISIC_0015256,25221610.0,18790.0,0.6956571042704953,37.45911176997047
142,ISIC_0015313,18584836.0,18567.0,0.7717420140936826,41.35815875198393
143,ISIC_0015372,23573976.0,15072.0,0.6786118766142539,42.591134448146136
144,ISIC_0015401,6776275.0,12643.0,0.6917412203122822,44.296657313056365
145,ISIC_0015443,9732988.0,13775.0,0.8820371879308866,20.98381338404487
146,ISIC_0015445,12049938.0,19517.0,0.23664390696006377,42.595851111271855
147,ISIC_0015483,8856478.0,13813.0,0.721212489982513,34.96621235049881
148,ISIC_0015496,8951522.0,13742.0,0.8842876544375713,59.22804379382077
149,ISIC_0015627,3193093.0,8751.0,0.6713503708368941,23.19195286256179
