image_id,color_deviation
ISIC_0000277,41.09785196806222
ISIC_0000278,27.035099199771704
ISIC_0000281,40.71247999803667
ISIC_0000282,30.47437615610656
ISIC_0000283,49.169191276504726
ISIC_0000285,33.55106067082402
ISIC_0000288,41.84915252695618
ISIC_0000289,53.207936536197586
ISIC_0000290,41.31932730713391
ISIC_0000292,32.92025235319051
ISIC_0000293,37.94781326711051
ISIC_0000294,32.97649737435692
ISIC_0000295,28.19321103089125
ISIC_0000297,39.78544929465387
ISIC_0000298,24.04311633036518
ISIC_0000299,30.389601698595726
ISIC_0000300,41.65502606242066
ISIC_0000301,22.336308001013155
ISIC_0000302,38.19235651071448
ISIC_0000303,32.00046355354481
ISIC_0000306,23.27009057103713
ISIC_0000307,34.310691107875705
ISIC_0000310,29.4298198554105
ISIC_0000311,35.55574037372491
ISIC_0000313,42.297957536122624
ISIC_0000314,39.41944415599385
ISIC_0000315,39.85251269867164
ISIC_0000316,43.13056920038023
ISIC_0000317,49.84004792223359
ISIC_0000319,36.04923239592245
ISIC_0000320,40.475695042340085
ISIC_0000321,35.18501615294555
ISIC_0000322,36.70092684033046
ISIC_0000323,41.775695796980926
ISIC_0000324,34.39042955100391
ISIC_0000325,43.71550308107774
ISIC_0000326,41.97098402217388
ISIC_0000327,42.78775808830455
ISIC_0000328,41.330921124092924
ISIC_0000329,42.09439655815148
ISIC_0000330,49.106623924509655
ISIC_0000331,32.525462007393955
ISIC_0000332,44.21644655664941
ISIC_0000336,37.7718097409479
ISIC_0000338,50.63846390964613
ISIC_0000340,39.30001490001794
ISIC_0000341,40.586042705836775
ISIC_0000342,46.49877143789242
ISIC_0000343,36.33031977753013
ISIC_0000344,37.24216009554829
ISIC_0000345,41.47700882660012
ISIC_0000346,40.28789664469224
ISIC_0000347,40.07217713107663
ISIC_0000348,49.56745067728584
ISIC_0000349,37.37915976655068
ISIC_0000350,46.327992209256244
ISIC_0000351,43.10100181878613
ISIC_0000352,39.44972812736228
ISIC_0000353,36.32675982066262
ISIC_0000354,33.105444227591185
ISIC_0000355,41.01446253684963
ISIC_0000357,56.06411134251808
ISIC_0000358,39.505137439104644
ISIC_0000359,37.377114061540816
ISIC_0000360,32.99281950114637
ISIC_0000361,41.76446651579192
ISIC_0000363,52.79344983895785
ISIC_0000364,35.09866521608268
ISIC_0000365,46.270508839194825
ISIC_0000366,45.82234564349409
ISIC_0000367,55.026053687005856
ISIC_0000368,36.31973557003404
ISIC_0000369,32.246696345260546
ISIC_0000370,45.19239100910553
ISIC_0000371,46.026790850779854
ISIC_0000372,44.97924558291307
ISIC_0000374,48.39847000964099
ISIC_0000376,29.779474347134084
ISIC_0000377,40.90471079541805
ISIC_0000378,25.36197076575773
ISIC_0000379,34.52088043994525
ISIC_0000380,39.26717302724425
ISIC_0000381,41.52462525061764
ISIC_0000382,19.065182661991315
ISIC_0000383,27.5319014056012
ISIC_0000384,34.23549220923673
ISIC_0000385,33.85820304644198
ISIC_0000386,31.627538312936185
ISIC_0000387,27.613561491079206
ISIC_0000388,25.95978802785464
ISIC_0000390,50.83266566493081
ISIC_0000391,20.32550018401488
ISIC_0000392,21.151231155115525
ISIC_0000393,22.82705797971231
ISIC_0000395,23.676702257173975
ISIC_0000396,27.861738047501333
ISIC_0000397,26.562692468110754
ISIC_0000403,23.747605182596164
ISIC_0000407,20.190557079673017
ISIC_0000408,25.999458496975297
ISIC_0000409,37.232300321025924
ISIC_0000410,29.627105041087077
ISIC_0000412,26.41414946424911
ISIC_0000413,23.522583932352518
ISIC_0000415,31.371231479422978
ISIC_0000416,34.54033468967941
ISIC_0000418,31.588161083600312
ISIC_0000419,30.585720737699194
ISIC_0000420,37.5974607056433
ISIC_0000421,32.09079554940897
ISIC_0000423,27.665092839753395
ISIC_0000425,24.168588748525746
ISIC_0000426,50.43263689767397
ISIC_0000427,42.74511409460745
ISIC_0000431,38.45345202674604
ISIC_0000433,33.90937859128206
ISIC_0000434,35.35375866932256
ISIC_0000436,29.8372208918672
ISIC_0000439,41.367514796355316
ISIC_0000442,35.518084541957386
ISIC_0000443,30.191840652929773
ISIC_0000444,30.18044190236385
ISIC_0000445,33.75989236456369
ISIC_0000447,26.46667946313848
ISIC_0000448,33.704458460709155
ISIC_0000449,39.75497169616121
ISIC_0000451,40.152657999582196
ISIC_0000453,24.57473675770746
ISIC_0000455,25.823657809190696
ISIC_0000456,17.92365910976649
ISIC_0000457,30.13799707534095
ISIC_0000458,34.65205628489044
ISIC_0000460,30.88976396258074
ISIC_0000461,28.8666372459229
ISIC_0000463,40.30586070454648
ISIC_0000465,24.338580132531956
ISIC_0000466,34.39946751420483
ISIC_0000467,41.62746702883442
ISIC_0000468,23.152867498072016
ISIC_0000469,30.47574427402566
ISIC_0000470,38.986090828147574
ISIC_0000471,34.48669291156727
ISIC_0000473,25.398440127925323
ISIC_0000474,36.44735002346524
ISIC_0000475,42.67077147003439
ISIC_0000476,41.74165167560076
ISIC_0000478,23.91068696914029
ISIC_0000479,29.998663913825833
ISIC_0000480,39.89460336750815
ISIC_0000481,29.96306705012218
ISIC_0000482,34.61324332799967
ISIC_0000483,31.097348823851636
ISIC_0000484,36.48263936430224
ISIC_0000485,34.10275402928308
ISIC_0000486,33.80516963257993
ISIC_0000487,38.541871211810225
ISIC_0000488,26.831679450783103
ISIC_0000489,29.44842880278276
ISIC_0000490,27.98216616998015
ISIC_0000491,28.15778238708098
ISIC_0000492,27.922800122508217
ISIC_0000493,31.06220249609454
ISIC_0000494,32.06758403620965
ISIC_0000495,43.00421470305478
ISIC_0000496,34.84014863494391
ISIC_0000498,34.87234619962458
ISIC_0000499,44.92467558420734
ISIC_0000500,34.91776967046835
ISIC_0000501,25.599035115724792
ISIC_0000503,35.95514755518408
ISIC_0000504,22.757468222775795
ISIC_0000505,34.84876227348494
ISIC_0000506,32.124883157822524
ISIC_0000507,30.272527289833388
ISIC_0000508,38.37133330038473
ISIC_0000509,32.365791702512745
ISIC_0000510,35.89713436356845
ISIC_0000511,29.673563642886535
ISIC_0000513,36.06411635962787
ISIC_0000514,38.147361323459414
ISIC_0000515,36.8248003866806
ISIC_0000516,41.62805286764722
ISIC_0000517,26.933251756139203
ISIC_0000518,34.65674208314114
ISIC_0000519,30.668144538738687
ISIC_0000520,27.1503117101058
ISIC_0000521,32.33830293733907
ISIC_0000522,36.632048063416526
ISIC_0000523,26.93880180288131
ISIC_0000524,41.179964266934945
ISIC_0000525,32.8933343710234
ISIC_0000527,37.96144466549179
ISIC_0000528,30.389777710571533
ISIC_0000529,32.855867689422325
ISIC_0000530,38.183093962931196
ISIC_0000531,28.729668271892567
ISIC_0000532,46.06485531566326
ISIC_0000533,38.23304588189296
ISIC_0000534,41.83030461577005
ISIC_0000535,40.76480306628914
ISIC_0000536,37.527924432666794
ISIC_0000538,47.06613993303358
ISIC_0000539,46.344124313434975
ISIC_0000540,26.872877063857757
ISIC_0000541,29.573373716349156
ISIC_0000542,33.5625026691357
ISIC_0000543,24.00194738170119
ISIC_0000544,29.657627372915886
ISIC_0000545,36.664221853324726
ISIC_0000546,33.19546554457133
ISIC_0000547,37.65647443339128
ISIC_0000548,31.49230784502998
ISIC_0000549,36.96810996565406
ISIC_0000550,35.90148788585537
ISIC_0000551,28.0759145252422
ISIC_0000552,37.74843669981814
ISIC_0000554,36.4579816263356
ISIC_0000555,33.28418330872116
ISIC_0000556,32.91197213317813
ISIC_0000882,21.886039715756393
ISIC_0000900,22.38996106904572
ISIC_0000999,25.646687530433294
ISIC_0001100,40.3020027163179
ISIC_0001102,33.980769962058666
ISIC_0001103,34.458923265010036
ISIC_0001105,30.075787689981087
ISIC_0001118,38.09427295179672
ISIC_0001119,34.863839102041595
ISIC_0001126,21.952492922995006
ISIC_0001128,33.51512258163222
ISIC_0001131,50.75211820620334
ISIC_0001133,32.64303886178591
ISIC_0001134,43.41806877961441
ISIC_0001140,46.114570429207106
ISIC_0001142,23.15946911873185
ISIC_0001148,30.989770780597492
ISIC_0001152,36.41247669035703
ISIC_0001960,27.420247212431637
ISIC_0002093,18.32368857862104
ISIC_0002107,26.525453300117235
ISIC_0002206,21.788846975797245
ISIC_0002246,24.51608156864937
ISIC_0002251,25.546403235444885
ISIC_0002287,26.911611016736515
ISIC_0002353,26.592604266088973
ISIC_0002374,26.36436865947074
ISIC_0002438,29.097560592796825
ISIC_0002439,28.772378843375083
ISIC_0002453,32.52442864723483
ISIC_0002459,27.368106337304685
ISIC_0002469,27.94187748722089
ISIC_0002476,23.21499128684299
ISIC_0002488,25.430399109974584
ISIC_0002489,28.264997273318173
ISIC_0002616,23.716670002498983
ISIC_0002647,27.78322059411344
ISIC_0002673,35.0033125272714
ISIC_0002780,26.109135189064716
ISIC_0002806,21.360695625627798
ISIC_0002829,25.177035617257513
ISIC_0002836,25.073381633273485
ISIC_0002871,30.00122750720279
ISIC_0002879,36.487548273787944
ISIC_0002885,26.448711239369363
ISIC_0002948,34.3145946265846
ISIC_0002975,30.719431350466106
ISIC_0002976,27.07213396122195
ISIC_0003005,29.951232363803864
ISIC_0003051,31.605292327886474
ISIC_0003056,33.58304376749134
ISIC_0003174,28.94370732751435
ISIC_0003308,17.941928363669675
ISIC_0003346,21.98214111687638
ISIC_0003728,13.907319131017303
ISIC_0004110,32.53446175800109
ISIC_0004115,21.52296976114897
ISIC_0004166,24.395607801876924
ISIC_0004168,26.527761775209683
ISIC_0004309,25.92660541873802
ISIC_0004346,21.997661694664203
ISIC_0004715,23.765315129036775
ISIC_0004985,21.243148428817985
ISIC_0005000,24.084571969002237
ISIC_0005187,30.880645971774545
ISIC_0005548,24.107602249354112
ISIC_0005555,26.677738598197006
ISIC_0005620,28.252656043403345
ISIC_0005639,24.898169516624534
ISIC_0005666,20.59927436112379
ISIC_0005787,19.55427028821579
ISIC_0006021,20.034011567089575
ISIC_0006114,32.88671781619122
ISIC_0006193,26.817267387263623
ISIC_0006326,31.30545293717744
ISIC_0006350,23.569813656395315
ISIC_0006612,22.938959808276582
ISIC_0006711,40.24568613843574
ISIC_0006776,23.399357414243553
ISIC_0006795,20.113085846097473
ISIC_0006800,24.10682171921943
ISIC_0006940,21.28741681959218
ISIC_0006982,19.308681452401377
ISIC_0007038,23.46954170034705
ISIC_0007087,27.74687950622372
ISIC_0007322,25.77287255566411
ISIC_0007475,20.0082989141414
ISIC_0007557,25.212452666127945
ISIC_0007693,28.603804467159296
ISIC_0007760,19.50129489491272
ISIC_0008029,29.80498149981118
ISIC_0008116,19.901177908473056
ISIC_0008145,27.891060257266687
ISIC_0008207,25.104085521493904
ISIC_0008236,20.491577102932492
ISIC_0008256,25.51511045093117
ISIC_0008280,27.77974076121085
ISIC_0008294,23.87699218783561
ISIC_0008347,22.514373609354283
ISIC_0008396,26.7453696986523
ISIC_0008403,20.397147419682174
ISIC_0008406,30.439600488661227
ISIC_0008507,30.641538155658438
ISIC_0008528,23.023501590782473
ISIC_0008541,26.31277712602638
ISIC_0008552,23.958523998338737
ISIC_0008600,25.289441210914365
ISIC_0008626,27.938770835392436
ISIC_0008659,25.17301517623083
ISIC_0008785,22.272157449542522
ISIC_0008807,28.13807392281744
ISIC_0008879,30.781566643778234
ISIC_0008992,26.447252130285023
ISIC_0008993,25.565319461599
ISIC_0008998,25.368686534562812
ISIC_0009035,19.107231641749095
ISIC_0009078,36.44096817375598
ISIC_0009083,20.88074032811068
ISIC_0009160,27.12623644609044
ISIC_0009165,32.26101805376323
ISIC_0009188,24.197404137201854
ISIC_0009252,42.6429258782853
ISIC_0009297,27.79118244919663
ISIC_0009298,26.042643223789156
ISIC_0009344,27.100877694197532
ISIC_0009430,26.16137640634395
ISIC_0009504,24.676515842311133
ISIC_0009533,24.75402013903125
ISIC_0009564,27.356796878514
ISIC_0009583,24.616749416629332
ISIC_0009599,21.216970274761763
ISIC_0009758,19.65829288565295
ISIC_0009860,31.034122378350357
ISIC_0009868,41.31122510905739
ISIC_0009869,39.79707041992797
ISIC_0009870,40.538580684083506
ISIC_0009871,29.586180912995804
ISIC_0009872,38.05621420106464
ISIC_0009873,29.332573016662206
ISIC_0009874,58.251299300072255
ISIC_0009875,43.70008937376591
ISIC_0009877,41.67191894477429
ISIC_0009879,27.664448255960284
ISIC_0009880,54.652741242939896
ISIC_0009881,37.50066215939845
ISIC_0009882,38.91239148142968
ISIC_0009883,40.65070442421866
ISIC_0009884,34.84820862192122
ISIC_0009885,46.47049113936268
ISIC_0009888,40.63404256248961
ISIC_0009889,43.165029323358226
ISIC_0009891,29.206480475233914
ISIC_0009895,41.090599778802265
ISIC_0009896,47.55427023494522
ISIC_0009897,37.817632672100366
ISIC_0009898,49.6801721046773
ISIC_0009899,25.39918777336788
ISIC_0009901,37.394398940831
ISIC_0009902,35.28599687175912
ISIC_0009905,47.081259302143735
ISIC_0009906,23.48067256641588
ISIC_0009909,29.838185402179306
ISIC_0009910,54.2228746057537
ISIC_0009911,57.20858174646647
ISIC_0009912,36.82007378003577
ISIC_0009914,39.30753287679129
ISIC_0009915,41.231275667413385
ISIC_0009917,28.225991698371107
ISIC_0009918,38.291540324188865
ISIC_0009919,45.205717600213866
ISIC_0009920,35.082667567525846
ISIC_0009921,38.09966408792925
ISIC_0009923,36.38193358487419
ISIC_0009925,39.75376001029756
ISIC_0009929,49.939968103036726
ISIC_0009930,45.21635582010688
ISIC_0009931,36.30560499976602
ISIC_0009932,37.686635286498486
ISIC_0009933,50.0599686709366
ISIC_0009935,35.71199045606218
ISIC_0009936,36.39126334230654
ISIC_0009937,37.10801432225302
ISIC_0009938,30.22941783030767
ISIC_0009939,28.561822854349074
ISIC_0009940,29.0685281654427
ISIC_0009941,35.57218551403732
ISIC_0009942,31.264964414951383
ISIC_0009943,38.36689134239898
ISIC_0009945,29.33188515982677
ISIC_0009946,36.356876993859856
ISIC_0009947,35.537945041035094
ISIC_0009949,56.66899979419753
ISIC_0009950,39.9142581118632
ISIC_0009951,24.52032678070569
ISIC_0009953,42.24197984322216
ISIC_0009954,47.74532073890119
ISIC_0009955,47.77025461020131
ISIC_0009956,34.84417247248757
ISIC_0009958,42.68606752778379
ISIC_0009960,52.25290543141842
ISIC_0009961,29.001593277283806
ISIC_0009962,52.28196495073553
ISIC_0009963,35.09894600035535
ISIC_0009964,39.70580460673411
ISIC_0009965,28.543986629963758
ISIC_0009966,35.5986953219475
ISIC_0009967,28.042047523634114
ISIC_0009968,24.018942729534704
ISIC_0009969,38.39763040554979
ISIC_0009971,50.166119753169106
ISIC_0009972,42.900480132340164
ISIC_0009973,37.62403220649818
ISIC_0009974,45.25555238541684
ISIC_0009975,55.375846054209
ISIC_0009976,44.79995134821551
ISIC_0009977,35.03716846065203
ISIC_0009979,56.287338100408284
ISIC_0009981,38.36850923407487
ISIC_0009982,44.09633000651959
ISIC_0009987,52.582667344529
ISIC_0009991,38.83238344208254
ISIC_0009993,45.099639065312296
ISIC_0009994,28.499888627655817
ISIC_0009998,58.87828441571213
ISIC_0010000,28.111067525551444
ISIC_0010002,20.92394570177984
ISIC_0010003,44.31259808757567
ISIC_0010005,43.374019342996405
ISIC_0010006,44.06475746334133
ISIC_0010011,31.34244271127191
ISIC_0010013,59.81975007996663
ISIC_0010014,65.9879443528365
ISIC_0010015,28.451596139469927
ISIC_0010016,50.870503443003436
ISIC_0010017,42.386411268664034
ISIC_0010018,49.22414709653239
ISIC_0010019,33.7327684062068
ISIC_0010020,33.05814044776142
ISIC_0010021,48.377960155066184
ISIC_0010022,41.17847387247443
ISIC_0010024,41.25135458867393
ISIC_0010025,42.797926289943376
ISIC_0010028,35.73916921981154
ISIC_0010029,35.33393578143984
ISIC_0010032,35.97747763507124
ISIC_0010034,30.977137473227675
ISIC_0010036,25.116720059876204
ISIC_0010040,41.61214376296617
ISIC_0010042,29.664608597768364
ISIC_0010043,34.95815734678516
ISIC_0010044,29.207194483126614
ISIC_0010046,30.145642831567386
ISIC_0010047,25.436699304662
ISIC_0010051,20.54321841544102
ISIC_0010053,38.12609134769375
ISIC_0010054,26.085615597422215
ISIC_0010055,36.87682220321246
ISIC_0010057,21.84407799587756
ISIC_0010058,29.85128925173675
ISIC_0010059,34.8873361193841
ISIC_0010060,30.794600399936673
ISIC_0010061,48.8822644394562
ISIC_0010062,29.645398660022
ISIC_0010063,30.83319275354576
ISIC_0010064,39.44555232294373
ISIC_0010066,36.41186683315409
ISIC_0010067,44.1166567505688
ISIC_0010069,39.82136841121477
ISIC_0010070,61.49191384312359
ISIC_0010074,35.572147741672644
ISIC_0010075,31.84523603595886
ISIC_0010077,30.356926325371187
ISIC_0010078,48.91479666213963
ISIC_0010080,33.42479219857038
ISIC_0010081,30.176955080858306
ISIC_0010086,45.40592482604566
ISIC_0010087,48.41693406214802
ISIC_0010088,42.18005481034728
ISIC_0010089,37.75297433599972
ISIC_0010090,43.21976578922918
ISIC_0010092,37.275337004211416
ISIC_0010093,26.965415012141587
ISIC_0010094,39.376719503462716
ISIC_0010100,40.21124774410688
ISIC_0010102,37.65008272525462
ISIC_0010104,49.86083834386295
ISIC_0010105,51.374522128915636
ISIC_0010168,45.203177249345764
ISIC_0010170,44.82676710772978
ISIC_0010171,27.19443254182625
ISIC_0010173,32.09373360815592
ISIC_0010174,35.11384746099795
ISIC_0010176,40.64525277829237
ISIC_0010177,51.674104421632
ISIC_0010178,36.05757519202825
ISIC_0010180,33.717284051664045
ISIC_0010182,42.72808834388845
ISIC_0010184,45.01268352678722
ISIC_0010185,35.00354465757774
ISIC_0010186,31.718043625668386
ISIC_0010187,38.10438115266462
ISIC_0010191,35.75834799669003
ISIC_0010192,45.39591686802803
ISIC_0010193,26.64248534930877
ISIC_0010194,39.798648392210204
ISIC_0010201,35.01776830573288
ISIC_0010202,26.30538303475377
ISIC_0010205,49.10767964487562
ISIC_0010206,50.79822004307653
ISIC_0010207,35.810238333002786
ISIC_0010212,31.320750151629223
ISIC_0010213,43.23046902507838
ISIC_0010215,32.94186439574708
ISIC_0010216,45.30580140084569
ISIC_0010219,25.874169823444245
ISIC_0010220,48.16248052364026
ISIC_0010222,28.940988114472805
ISIC_0010225,31.0223103274441
ISIC_0010227,38.02449734062327
ISIC_0010229,33.15617291583541
ISIC_0010231,33.372488627855624
ISIC_0010233,24.812082794550804
ISIC_0010234,61.2022872631125
ISIC_0010236,43.68733773214954
ISIC_0010237,48.9271918774129
ISIC_0010240,31.201589866843875
ISIC_0010241,29.935336318678065
ISIC_0010244,44.09380899731624
ISIC_0010246,27.337950727404547
ISIC_0010247,47.68028776302139
ISIC_0010248,26.934219836712515
ISIC_0010249,36.74605758828772
ISIC_0010251,38.53210979413537
ISIC_0010254,37.82399300836025
ISIC_0010255,36.857676196306755
ISIC_0010256,35.068484673975824
ISIC_0010257,24.11572354539709
ISIC_0010261,36.2056081491981
ISIC_0010262,40.369006269926906
ISIC_0010264,29.143485798006363
ISIC_0010265,36.13450823583309
ISIC_0010267,31.6661612428681
ISIC_0010317,30.28656621472149
ISIC_0010318,35.862485180893344
ISIC_0010320,34.14358312856833
ISIC_0010326,30.08799590752309
ISIC_0010327,36.72460766521576
ISIC_0010329,39.81026202774174
ISIC_0010330,26.009798387011546
ISIC_0010332,36.784196161423175
ISIC_0010333,51.04776135930094
ISIC_0010334,40.02802660509636
ISIC_0010336,47.083348442405885
ISIC_0010337,46.94561534898017
ISIC_0010339,52.66761685368912
ISIC_0010340,29.463630248918918
ISIC_0010341,60.67793964927953
ISIC_0010342,45.99174793030992
ISIC_0010344,39.69332584138025
ISIC_0010346,40.58866688692583
ISIC_0010348,32.34372948787171
ISIC_0010350,39.93020436330821
ISIC_0010351,29.203656818742257
ISIC_0010356,36.15501650651748
ISIC_0010357,36.0509851799504
ISIC_0010358,44.337196006406664
